연번,정류소명,정류소번호,총계,승차 일반,승차 청소년,승차 어린이,환승 일반,환승 청소년,환승 어린이
889,요한병원,4526,28968,22648,2908,57,3001,271,83
890,용봉모아아파트,4392,28892,25489,2099,570,624,76,34
891,임동주민센터,4498,28885,25054,1557,73,2048,110,43
892,소촌스위트밸리,5247,28877,17863,7290,745,2218,560,201
893,신창부영1차아파트,5110,28773,20440,4619,335,2943,402,34
894,신암마을,2247,28748,22158,4031,195,2025,201,138
895,양일로입구,4260,28680,24053,2160,591,1607,228,41
896,첨단초교후문,5422,28593,21803,2760,193,3335,403,99
897,동하,2103,28578,13580,7635,7124,199,32,8
898,상무병원,2220,28571,23056,1513,132,3601,227,42
899,서방사거리,4420,28550,20378,2244,359,5304,219,46
900,일동초교,4485,28363,16253,7182,4579,154,75,120
901,호남삼육고,3215,28242,17451,7580,717,1643,755,96
902,골옷교,5872,28056,17310,5798,4315,498,99,36
903,자연과학고,4366,27999,17150,2701,383,6752,934,79
904,두암초교,4190,27896,23925,2415,470,907,132,47
905,수창초교후문,4523,27885,21273,1187,72,4936,393,24
906,구암,3232,27696,19605,4189,3332,529,22,19
907,양동시장,4525,27680,21411,2842,420,2648,329,30
908,풍영정천1교,5302,27627,18421,6570,514,1648,379,95
909,금호타운아파트,3227,27625,23488,2647,712,683,79,16
910,무등시장입구(북),3223,27556,21812,1941,89,3423,228,63
911,방송통신대,5434,27553,17154,6617,1330,2033,399,20
912,진월리채3차,3253,27378,21900,3764,978,571,94,71
913,산정중입구,5567,27322,17211,5584,487,3497,466,77
914,조각배어린이공원,3266,27292,15109,4080,1267,5907,803,126
915,문화아파트,4177,27267,21595,2947,325,2049,273,78
916,광주공고,4572,27248,12571,1902,255,9007,3309,204
917,호남맨션,1039,26998,19689,1339,397,5348,135,90
918,광주중,2016,26996,9457,14060,2547,456,453,23
919,광주인력개발원,5219,26975,16786,5928,312,3414,482,53
920,우치공원,4095,26966,12216,6122,3957,3969,517,185
921,동구문화센터,1107,26964,16662,2837,1114,5590,563,198
922,효령노인복지타운,4092,26935,22125,2028,2373,316,14,79
923,송정모아아파트,5150,26856,17980,3205,607,4392,590,82
924,전대동창회관,4558,26856,20509,2835,565,2693,169,85
925,문흥지구입구(남),4239,26738,14392,5352,4974,1809,192,19
926,우진아파트,2172,26490,21331,2629,1193,1234,91,12
927,첨단라인8차아파트,5447,26482,19603,3907,949,1663,296,64
928,공구의거리,4444,26473,19915,1703,85,4286,399,85
929,백운초교(북),3095,26469,18514,3213,750,3195,696,101
930,단지삼거리,4018,26325,13911,6251,4984,842,327,10
931,매일시장입구,1053,26322,16297,5261,1594,2791,354,25
932,안양사,4299,26316,18432,3279,2826,1651,80,48
933,비아농협,5094,26264,16849,2843,590,5337,587,58
934,고실마을,5733,26190,14421,7766,316,2940,639,108
935,문흥라인동산아파트,4234,25923,16929,2456,347,5738,400,53
936,수완동공원,5748,25866,13473,6339,5727,258,36,33
937,서구청,2059,25836,21190,1334,191,2968,147,6
938,승촌주택단지,3036,25813,12943,7009,5673,155,23,10
939,칠성마을사거리,2327,25599,20637,2638,409,1672,193,50
940,하남홈플러스,5561,25360,19693,3042,397,1855,261,112
941,광주기아챔피언스필드입구,4336,25217,18571,1604,74,4424,483,61
942,동산초교옆,1063,25197,22780,1299,356,648,58,56
943,비엔날레전시관,4381,24908,18834,2256,144,3357,250,67
944,우산리버힐아파트,5281,24735,19917,2289,272,1969,222,66
945,서광주전화국,2046,24562,16677,3820,2457,1523,75,10
946,용봉한화꿈에그린,4389,24393,14451,4341,259,4884,375,83
947,앰코코리아,4060,24296,13335,5625,4999,254,53,30
948,서석고,2289,24288,19779,1402,35,2926,128,18
949,동천동주민센터,4145,24275,15725,2138,284,5562,523,43
950,호남권역재활병원,4114,24097,17595,3111,2718,638,24,11
951,무등시장입구(북),3224,24031,20007,2255,170,1448,127,24
952,지산입구,4108,24007,11078,6254,5646,946,44,39
953,샛터코아,4241,24000,14166,1871,463,6546,853,101
954,태봉새마을금고,4355,23963,20781,1192,96,1760,100,34
955,장등동,4311,23834,11046,6113,5333,1140,170,32
956,광주농수산물유통센터(북),5742,23740,15525,3142,162,4248,609,54
957,북초교,4035,23593,11400,2678,8173,645,63,634
958,송정초교,5010,23584,15335,4711,501,2601,365,71
959,코카콜라,4118,23530,21572,1134,60,656,90,18
960,KT&G광주제조창,4077,23501,16774,3528,502,2293,331,73
961,장원초교(서),1036,23390,12399,307,395,9906,242,141
962,송정I.C,5206,23029,15811,2527,378,3477,735,101
963,호남삼육고,3248,23024,14434,6204,925,908,394,159
964,두암타운후문,1030,23024,20088,1891,171,798,61,15
965,광주농수산물유통센터(서),5729,22921,15559,2001,279,4567,456,59
966,공간아파트,4196,22913,12672,882,154,8326,755,124
967,만호초교,2318,22895,16766,2455,397,2981,244,52
968,마재종원아파트,2028,22807,13574,5528,2807,610,256,32
969,첨단과학산업단지,4624,22732,19902,2465,19,301,38,7
970,상수도광산사업소,5268,22645,17850,3241,223,1192,98,41
971,녹동,1082,22533,13859,1865,608,5819,302,80
972,하남홈플러스,5560,22505,19250,2014,185,856,130,70
973,광천E편한세상,2181,22347,15629,3072,122,3273,220,31
974,풍암대주아파트,2257,22338,13903,4252,1258,2438,476,11
975,문화근린공원,4242,22332,16485,4067,1520,169,53,38
976,건국동주민센터,4006,22268,14708,4090,2369,932,147,22
977,임곡역,5378,22242,12042,6057,3521,397,217,8
978,광주송정역(동),5800,22127,12387,2849,2110,3702,1018,61
979,월암,2143,22035,15119,2833,1893,2032,140,18
980,산정초교,5715,21911,12004,5348,602,3423,444,90
981,화정역,2282,21888,16860,1589,45,3138,218,38
982,문흥명지아파트,4231,21798,12646,1299,293,7042,469,49
983,신동사거리,5165,21411,15427,2297,307,3093,250,37
984,농장다리,1014,21387,17814,1547,779,1132,89,26
985,큰별초교,5179,21340,17272,3647,57,242,90,32
986,대동마을,3285,21311,15793,1698,102,3465,237,16
987,무등시장,3221,21293,17768,1408,100,1854,118,45
988,문흥고가,4223,20772,12864,1634,361,5205,613,95
989,소촌라인2차아파트,5691,20456,16760,2695,481,446,58,16
990,무등산국립공원(원효사),4304,20376,17386,610,38,2223,79,40
991,산월초교입구,5439,20255,15683,2162,879,1325,139,67
992,일신초교,4487,20239,9213,6666,4092,85,159,24
993,금당중,3219,20205,17136,2060,76,769,120,44
994,대인광장(동),4530,20205,16210,872,224,2726,140,33
995,서광주전화국,2047,20204,15074,1668,788,2359,223,92
996,비아호반아파트,5102,20152,15901,1636,248,1852,457,58
997,기독병원,3173,20136,15543,1976,115,2334,128,40
998,제석초교,3113,20071,16159,1434,174,1912,325,67
999,계수초교,2231,20003,12985,1416,143,5110,283,66
1000,기아차정문,2007,19911,11039,1934,87,6010,787,54
1001,상칠석,3026,19892,11122,4588,3956,180,25,21
1002,31사단,4356,19859,12291,3308,137,3751,325,47
1003,장원초교(동),1034,19715,17058,1012,558,1009,43,35
1004,롯데백화점(북),4586,19694,16507,838,268,1982,91,8
1005,광암교입구,4437,19650,16380,1223,87,1753,186,21
1006,광주다문화가족지원거점센터,4011,19537,17340,1267,192,657,55,26
1007,서창입구,2133,19405,13516,803,46,4685,325,30
1008,월산(삼각동),4471,19386,13280,3132,37,2647,255,35
1009,신용마을,4055,19380,9446,5312,4392,210,16,4
1010,첨단2부영사랑으로아파트,4616,19243,11463,6034,605,791,276,74
1011,산수시장,1025,19108,8643,443,98,9719,175,30
1012,수완영무예다음,5755,19103,8995,9032,106,324,580,66
1013,봉산중,5584,19099,12519,4785,507,962,306,20
1014,신안교입구,4387,18948,13337,1356,255,3790,182,28
1015,화정역,2296,18931,14630,1196,22,2842,211,30
1016,서봉마을,5240,18908,8938,4819,4537,535,77,2
1017,계림초교후문,1011,18881,12783,3987,1003,819,179,110
1018,쌍촌역,2086,18791,13795,1147,305,2982,534,28
1019,광주테크노파크후문,4122,18761,10245,4384,4048,78,6,0
1020,봉선1동주민센터,3109,18708,13528,1395,195,3415,116,59
1021,지산중,4110,18685,11458,4367,105,2477,193,85
1022,빛고을노인건강타운,3239,18625,11771,354,212,6243,40,5
1023,분토(북구),4286,18491,15166,1573,1529,213,4,6
1024,오비맥주,4034,18465,17529,297,12,579,43,5
1025,무등시장,3182,18425,14279,2293,292,1451,73,37
1026,명지맨션,3181,18398,14933,2083,267,996,79,40
1027,서구청,2050,18393,14334,877,51,3000,123,8
1028,효천초교,3288,18389,11041,4610,1012,1443,246,37
1029,월산초교,3202,18251,14329,1562,228,1930,157,45
1030,송화마을4단지,3258,18220,11335,2521,397,3564,317,86
1031,학림교,3082,18200,7647,417,55,8742,1268,71
1032,양동시장역(천변),2170,18103,15371,957,589,1161,18,7
1033,구신한포토닉스,4602,18030,13100,2818,1954,145,13,0
1034,호남대광산캠퍼스,5265,17891,12505,3447,1113,714,108,4
1035,봉선라인아파트,3124,17885,15094,1953,327,434,62,15
1036,중앙대교(서),3142,17861,15840,1070,63,778,88,22
1037,공구의거리,4445,17830,15436,1119,43,1094,97,41
1038,하남철강,5569,17801,16552,666,214,353,16,0
1039,용호(북구),4303,17797,14040,2467,762,349,119,60
1040,제석초교,3112,17670,13920,2240,386,970,100,54
1041,제일맨션,3187,17595,15484,920,58,1016,85,32
1042,영락공원,4081,17567,11572,2267,2087,1569,48,24
1043,문화아파트,4176,17551,14000,2069,321,1035,91,35
1044,종합유통단지,2097,17549,14530,1424,1288,291,7,9
1045,하남도시공사아파트,5716,17511,10267,3458,1222,2208,311,45
1046,송정호반아파트,5012,17458,9824,4108,2989,439,70,28
1047,금호타운아파트,3148,17455,12645,763,59,3787,180,21
1048,대동고,2099,17318,10692,1311,129,4257,870,59
1049,전남공무원교육원,4210,17300,10994,3690,2304,231,58,23
1050,매곡대화아파트,4203,17220,8752,787,253,6377,904,147
1051,장암마을,5215,17219,12864,1252,436,2324,334,9
1052,덕흥삼거리,2350,17209,11062,3608,2333,166,31,9
1053,용봉쌍용아파트,4208,17070,11144,3544,276,1855,193,58
1054,장암마을,5216,17013,12265,1127,52,3123,411,35
1055,공군부대,5002,17005,6992,3696,3227,2704,367,19
1056,광산경찰서,5253,16986,10033,1928,93,4317,581,34
1057,5.18자유공원,2210,16983,11956,1088,70,3628,217,24
1058,선암,5243,16863,9499,1274,554,5110,343,83
1059,수완아름공원,5307,16853,14268,1856,464,175,47,43
1060,무양서원,5429,16849,9865,4734,577,1295,323,55
1061,광주테크노파크,4130,16830,7745,4659,4353,60,13,0
1062,덕흥마을입구,2348,16684,8006,4383,4177,108,6,4
1063,수완영무예다음,5754,16591,6681,7934,146,1202,583,45
1064,인성고,3167,16515,5398,7424,1224,1912,548,9
1065,법림사,1084,16499,9883,3295,3219,93,8,1
1066,빛고을노인건강타운,3238,16489,10029,3149,3076,214,19,2
1067,연진회미술원,1101,16435,9979,803,278,4860,462,53
1068,금구중,5292,16418,7639,6953,86,1212,474,54
1069,첨단초교,5421,16335,11168,1876,411,2562,281,37
1070,중흥1동주민센터,4536,16332,13353,1225,688,1007,45,14
1071,반촌,5171,16318,13119,1268,16,1705,198,12
1072,수창초교후문,4522,16307,13596,659,29,1929,81,13
1073,빛고을고입구,4617,16212,10858,4068,88,912,234,52
1074,신흥맨션,4181,16210,11063,825,168,3969,164,21
1075,오정초교입구,4359,16206,12095,2903,949,206,36,17
1076,동광주진입로,4221,16160,10418,1193,770,3636,115,28
1077,연제새한아파트,4072,16018,12085,3301,439,124,45,24
1078,첨단사거리,5418,16010,11434,1995,357,1831,361,32
1079,전남공고,5197,15886,8785,3548,48,3073,422,10
1080,잿등,2312,15823,13402,1149,33,1155,74,10
1081,어룡초교,5258,15779,11169,2771,982,589,219,49
1082,진월저수지(서),3244,15775,12220,2324,477,515,105,134
1083,해태제과,4137,15772,13840,1159,155,509,97,12
1084,산수시장,1024,15769,15141,346,27,220,21,14
1085,첨단금호아파트,5412,15768,8374,5426,888,582,389,109
1086,월계중,5405,15739,10412,2558,145,2346,254,24
1087,명상의집,4464,15736,11893,1345,875,1473,113,37
1088,양동시장,4524,15708,11793,1184,597,2061,66,7
1089,월산초교,3203,15646,13183,1234,61,1085,71,12
1090,교통연수원입구,4470,15636,13970,930,22,667,45,2
1091,명지맨션,3180,15623,12482,934,423,1641,112,31
1092,동산교차로(북),2119,15582,8832,3256,2920,525,43,6
1093,목련마을8단지,5299,15480,11006,1722,197,2253,271,31
1094,장덕마을,5731,15416,9144,1317,100,4496,347,12
1095,중흥1동주민센터,4535,15357,12835,787,58,1581,84,12
1096,동림I.C입구,4142,15333,11130,963,257,2687,270,26
1097,첨단삼성전자,4116,15324,6793,4223,4162,130,9,7
1098,광주남초교,1094,15281,8401,1418,1736,3317,195,214
1099,용봉우미아파트,4394,15166,10533,2834,77,1548,152,22
1100,광천초교,2033,15046,10767,1179,684,2165,164,87
1101,한양아파트,4135,14947,12416,2077,193,177,54,30
1102,연제주공아파트,4074,14819,11141,2850,487,180,84,77
1103,태령,4121,14755,7496,3775,3129,265,77,13
1104,금호도개공아파트,2017,14744,10774,2262,133,1234,288,53
1105,교통공원,4013,14740,11841,1073,69,1535,166,56
1106,각화중,4576,14701,6811,3932,3736,176,18,28
1107,광천동,2179,14697,8105,2865,2537,1044,125,21
1108,풍향삼거리,4567,14691,12034,843,152,1508,112,42
1109,용봉동성당,4584,14654,12288,1312,713,287,39,15
1110,정부광주지방합동청사입구,4125,14628,7107,3666,3430,407,17,1
1111,영락공원입구,4082,14620,7825,3071,3060,650,13,1
1112,지석사거리,3060,14546,8938,2374,2367,845,11,11
1113,지산2동주민센터,1068,14408,10911,1172,167,1963,180,15
1114,보문고,5237,14377,7807,2601,64,3432,460,13
1115,수완모아엘가,5745,14306,10206,1943,344,1547,247,19
1116,지원화훼단지,1175,14243,7746,3260,2951,235,34,17
1117,문산중,4227,14186,7919,799,286,4836,301,45
1118,삼원맨션,4385,14180,8838,1856,107,3146,198,35
1119,계수,2175,14099,11688,1100,96,1101,106,8
1120,삼성콜센터,4531,14088,11012,1161,20,1826,57,12
1121,진월저수지(동),3260,14026,8905,2409,796,1734,139,43
1122,금당중,3220,13902,6128,5729,93,956,965,31
1123,마산(서창),2106,13843,8541,2620,2583,92,4,3
1124,칠성마을,2203,13827,7956,1405,260,3789,384,33
1125,금당,4015,13755,6139,3063,2550,1882,111,10
1126,동진맨션,1019,13740,10899,1846,96,759,92,48
1127,백운초교(남),3251,13727,11890,1179,76,515,46,21
1128,생룡,4045,13627,10388,1628,1022,512,68,9
1129,상전,5155,13424,9196,1232,321,2503,142,30
1130,문흥1동주민센터,4229,13407,8089,843,192,3908,312,63
1131,북구보건소,4545,13359,11265,892,13,1099,82,8
1132,광주교도소,4637,13333,12089,532,224,428,44,16
1133,쌍촌현대아파트,2072,13331,9710,2138,139,1169,145,30
1134,오치1동주민센터,4360,13316,9103,1922,48,2060,134,49
1135,송화마을3단지,3263,13245,8329,1831,153,2639,243,50
1136,백운초교(남),3094,13244,8727,1323,137,2529,489,39
1137,럭키아파트,2313,13221,9519,2300,182,1129,65,26
1138,매월종합상가입구,2094,13217,7970,2118,978,1915,221,15
1139,수완지구(KS병원),5697,12901,6360,3415,2960,111,43,12
1140,양동시장역(천변),2169,12843,9292,977,859,1676,27,12
1141,중앙일보,5550,12836,11737,584,213,292,8,2
1142,북구보건소,4544,12695,10084,813,38,1657,94,9
1143,각화무등파크,4222,12629,8582,690,132,3080,131,14
1144,서방시장(북),4422,12587,9443,775,47,2190,128,4
1145,동광주진입로,4220,12549,7978,2010,1822,700,35,4
1146,용전사거리(북),4103,12496,6951,666,43,4347,459,30
1147,광주지방경찰청입구,5659,12494,8741,1737,53,1424,514,25
1148,서창농협 벽진지점,2126,12491,7700,2354,2091,326,18,2
1149,연제현대아파트,4076,12470,7291,1702,338,2710,338,91
1150,농장다리,1051,12444,9260,930,228,1930,56,40
1151,서부자동차매매단지,2123,12305,8876,1644,1646,125,10,4
1152,우진아파트,2171,12281,7490,2042,1829,890,23,7
1153,코카콜라,4119,12276,10282,450,19,1424,91,10
1154,신창부영2차아파트,5738,12263,10311,1332,102,405,91,22
1155,용봉입구,5019,12254,7050,2698,2377,110,13,6
1156,극락초교,2185,12252,8607,1867,916,761,86,15
1157,원삼각마을삼일아파트,4259,12238,7712,2358,81,1965,92,30
1158,전남고,2342,12237,6527,3868,1554,195,86,7
1159,어운,4301,12230,8490,2667,912,112,41,8
1160,월암,2144,12227,8296,749,384,2606,182,10
1161,중흥2동주민센터,4546,12027,10769,871,63,284,37,3
1162,대촌동주민센터,3008,12004,8763,1209,238,1615,178,1
1163,도덕,3014,12002,5387,3308,3232,72,2,1
1164,운리마을,2249,11890,4444,5683,502,701,547,13
1165,상무중흥아파트,2226,11868,9770,997,74,891,109,27
1166,신용두,4053,11837,8028,945,277,2424,152,11
1167,경방,5495,11747,10798,600,209,132,8,0
1168,용전사거리(남),4090,11669,6268,1011,452,3562,314,62
1169,신효천마을,3290,11638,5715,1963,1362,2464,127,7
1170,금강1길,5799,11613,5611,2856,2528,519,87,12
1171,비아119안전센터(서),5098,11565,9548,905,233,807,63,9
1172,하남2지구,5752,11564,7287,1424,181,2434,230,8
1173,5.18기념공원,2060,11557,8705,949,77,1660,152,14
1174,광신아파트,4168,11495,9122,1393,339,599,27,15
1175,서창치안센터,2135,11410,8185,2027,983,197,17,1
1176,풍향삼거리,4568,11388,9240,896,130,1024,87,11
1177,무학초교,3019,11295,7953,2447,618,217,46,14
1178,석산고,3098,11259,7590,2871,129,387,241,41
1179,양산초교,4064,11059,7170,2553,793,227,86,230
1180,일곡삼호아파트,4581,10941,6029,1559,1734,1335,162,122
1181,광주교통방송,5394,10893,8052,723,256,1784,66,12
1182,노대,3233,10884,6276,2249,2041,228,12,78
1183,중앙초교,5264,10881,7842,1829,541,436,161,72
1184,광일고,5327,10823,6116,3323,792,175,409,8
1185,조선대해오름관,1177,10779,7013,2015,1683,60,8,0
1186,화훼단지,2154,10749,7788,274,12,2608,66,1
1187,영락공원2단지,4596,10739,7928,1201,882,660,53,15
1188,지산마을,4105,10738,7102,1202,963,1297,170,4
1189,만호마을,2319,10711,7288,1377,154,1697,177,18
1190,화암,4331,10689,8426,1014,816,411,12,10
1191,세방전지,5524,10623,8532,1161,805,115,8,2
1192,신동아아파트,5399,10621,5741,3630,255,539,440,16
1193,화정무등파크,2281,10613,9256,690,4,595,62,6
1194,상무금호아파트,2216,10536,6675,1172,613,1945,120,11
1195,선운휴먼시아,5851,10521,6824,577,54,2889,164,13
1196,송정한전,5256,10509,7920,863,202,1179,331,14
1197,첨단종점,4117,10480,8590,540,184,1114,46,6
1198,도동,3151,10459,5011,2051,1216,2059,109,13
1199,연계삼거리,5359,10405,4993,2718,2644,46,3,1
1200,제일맨션,3188,10371,8483,1052,113,619,60,44
1201,석산고,3099,10334,4696,5078,27,296,219,18
1202,수곡,4050,10227,7059,2011,792,275,82,8
1203,수춘,3033,10177,8685,1277,15,179,15,6
1204,소촌서라아파트,5245,10122,6990,1473,75,1274,298,12
1205,어룡초교,5259,10119,6343,2452,444,652,175,53
1206,첨단도서관,5415,9987,7783,1002,58,1014,107,23
1207,진월리채3차,3252,9914,6178,1438,158,1930,148,62
1208,광산소방서입구,5573,9834,7155,437,1,2172,62,7
1209,월산(석곡),4307,9815,6508,1767,1446,79,3,12
1210,진흥고,5201,9785,2962,6273,82,136,330,2
1211,한국알프스,5575,9782,7954,339,160,1251,78,0
1212,송화마을1단지입구,3262,9777,5428,1139,104,2811,284,11
1213,도현,5511,9763,9039,303,66,328,27,0
1214,산수동우체국,1022,9761,7693,1134,54,787,78,15
1215,동진맨션,1013,9625,8148,657,40,732,33,15
1216,천교,4528,9588,5339,3069,547,509,118,6
1217,금곡,4276,9493,7526,1533,253,148,30,3
1218,용연동,1104,9490,6671,1496,918,375,21,9
1219,보훈회관(518민주화운동교육관),2356,9452,5677,1810,1485,434,41,5
1220,수피아여고,3100,9421,6262,2307,49,590,195,18
1221,이동입구,3164,9393,5974,1654,1580,175,7,3
1222,학강초교,3175,9307,7872,693,154,496,51,41
1223,전남공고,5196,9305,6822,2045,16,315,97,10
1224,봉선2동주민센터,3255,9289,5803,484,145,2645,141,71
1225,소촌남계길,5689,9283,7233,1134,182,641,73,20
1226,우편집중국,5441,9266,7499,720,169,781,87,10
1227,선교,1086,9228,7903,456,172,661,21,15
1228,진성아파트,2202,9182,6582,533,17,1854,181,15
1229,대인광장(서),4519,9057,7647,558,9,805,30,8
1230,광주공원,3137,9022,8212,263,9,507,24,7
1231,본량파출소,5052,9019,7546,996,326,108,31,12
1232,주룡,4316,9004,6580,1649,683,72,14,6
1233,광주기아챔피언스필드정문,4491,9000,7306,1045,138,452,35,24
1234,광주학생운동기념탑,1110,8998,7387,549,181,852,28,1
1235,절골입구(북),2333,8952,3702,2472,2464,138,169,7
1236,무등교회,2324,8896,6510,700,33,1413,238,2
1237,생룡,4046,8835,4597,2012,1424,741,37,24
1238,대인광장(서),4518,8833,7180,381,11,1187,70,4
1239,산수무등파크,1038,8774,7632,486,258,366,24,8
1240,지동(광산구),5135,8772,6555,1297,603,286,9,22
1241,화천기공,5759,8670,5901,1432,1264,68,5,0
1242,육묘장,3051,8652,6656,1742,174,67,13,0
1243,노대제,3292,8576,4612,2183,317,1242,197,25
1244,도천저수지,5765,8512,6216,1411,312,464,85,24
1245,건국동파출소,4002,8502,5052,1703,71,1550,115,11
1246,신기교,3284,8499,6938,790,396,317,45,13
1247,대인광장(북),4517,8497,5366,1409,1258,444,19,1
1248,단전,5505,8496,7458,591,177,247,19,4
1249,광주호호수생태원,4325,8451,6650,1154,401,222,18,6
1250,대진운수,4091,8446,2324,202,11,5332,542,35
1251,광주학생운동기념탑,4514,8432,6463,939,374,578,73,5
1252,삼각호반아파트,4257,8430,6210,1914,37,210,54,5
1253,두암타운후문,1029,8414,5509,756,56,1962,101,30
1254,광신대교,4141,8398,6790,361,10,1144,91,2
1255,명진고,5712,8380,4538,2401,80,1163,184,14
1256,전남공고입구,5199,8359,5836,1637,28,742,109,7
1257,문흥금호아파트,4233,8349,4804,1740,1527,248,25,5
1258,칠성마을,2204,8332,5797,798,398,1215,107,17
1259,유덕동주민센터,2195,8285,6472,1024,627,126,17,19
1260,안청농협,5532,8268,7551,258,6,435,16,2
1261,김대중컨벤션센터(마륵)역,2132,8254,6678,882,337,340,14,3
1262,한국생산기술연구원,4133,8184,5255,455,10,2257,193,14
1263,시립제2요양병원,3281,8149,5393,1264,1195,265,29,3
1264,광주공원,1109,8121,6351,871,47,728,93,31
1265,빛고을로입구,4630,8060,5527,1547,18,890,69,9
1266,박물관입구,4454,8058,5082,884,69,1819,167,37
1267,잿등,2277,8048,5210,1993,5,736,100,4
1268,산수동우체국,1023,8041,6427,839,56,630,74,15
1269,호가정,5030,8037,7115,670,51,188,7,6
1270,송산유원지(종점),5249,8002,4220,1674,1388,639,72,9
1271,양촌(대촌),3044,7952,5109,1619,1127,75,22,0
1272,오선동,5537,7932,6744,195,0,969,24,0
1273,북초교,4036,7925,4554,372,750,2170,24,55
1274,광주대,3230,7920,5549,382,8,1861,118,2
1275,기아차중문,2189,7826,6475,561,23,686,60,21
1276,국립광주과학관,4022,7798,4733,577,90,2145,210,43
1277,안청농협,5533,7784,7020,102,0,660,1,1
1278,화정무등파크,2280,7747,7221,217,6,290,12,1
1279,풍암동부센트리빌,2337,7675,5783,1032,28,765,61,6
1280,조선대장미원,1178,7621,4589,1496,1216,288,24,8
1281,성촌,1159,7608,4727,181,100,2564,25,11
1282,장등동,4310,7565,5366,665,28,1275,208,23
1283,동산초교옆,1062,7535,5896,260,28,1314,31,6
1284,연제새한아파트,4071,7493,5398,1052,419,470,62,92
1285,동초교,4277,7386,4585,826,1822,66,2,85
1286,원임곡,5344,7368,4217,2146,605,127,255,18
1287,양곡,5071,7265,6726,227,184,126,0,2
1288,수완보건지소,5698,7235,3108,2991,244,654,223,15
1289,조선대병원입구,1179,7168,4839,314,8,1872,131,4
1290,상선,5471,7158,6504,365,9,250,27,3
1291,대인광장(동),4515,7149,6230,190,63,638,23,5
1292,중앙초교,5263,7143,4302,1895,267,442,208,29
1293,그린파크,2035,7098,6422,271,37,331,24,13
1294,선교,1087,7092,2961,932,904,2279,12,4
1295,장등마을,4312,7070,3838,1961,1126,106,28,11
1296,광주다문화가족지원거점센터,4010,7044,5122,102,49,1727,24,20
1297,교동,1073,7024,5270,930,742,72,5,5
1298,정부광주지방합동청사,5751,6995,2855,2066,1949,89,26,10
1299,평동역(서),5487,6973,4041,851,209,1496,367,9
1300,봉선라인아파트,3123,6962,3862,511,83,2305,176,25
1301,과기원,4009,6949,4694,393,28,1741,81,12
1302,월산사거리,3201,6920,5877,764,12,257,6,4
1303,풍암사거리(서),2151,6854,3505,1674,1346,287,40,2
1304,동부교육청,4542,6854,6372,196,23,237,20,6
1305,서광중,3097,6849,5296,825,63,552,81,32
1306,한국전자통신연구원,5395,6831,3302,1897,1404,152,65,11
1307,비아중흥아파트,5101,6816,4923,663,76,1071,77,6
1308,빛고을전남대병원,3291,6808,4079,97,5,2589,34,4
1309,발산교(남),2158,6767,5775,328,67,569,21,7
1310,포충사,3062,6762,5501,1090,6,132,32,1
1311,신창호반아파트,5114,6746,5266,1021,67,264,83,45
1312,칠성삼거리,5607,6689,2714,1973,1990,9,1,2
1313,박물관입구,4206,6678,4997,1278,55,252,80,16
1314,수문초교입구,5853,6660,4460,1580,367,188,55,10
1315,연제주공아파트,4073,6627,4840,830,99,746,68,44
1316,첨단대우아파트,5414,6618,3059,2803,276,193,270,17
1317,성덕마을,5704,6616,4290,583,45,1578,107,13
1318,금강1길,5798,6588,5556,747,50,178,46,11
1319,한국광기술원,4129,6565,5001,200,3,1276,85,0
1320,호남샤니,5576,6515,5158,611,544,191,10,1
1321,두암초교,4189,6415,4183,292,31,1656,221,32
1322,일곡청솔4차아파트,4478,6408,4555,880,61,837,68,7
1323,일곡현대3차아파트,4608,6408,4485,785,27,1039,64,8
1324,노대제,3293,6393,5143,761,275,180,21,13
1325,서영대,4428,6336,4277,665,22,1262,99,11
1326,계림초교후문,1012,6316,5279,529,42,383,72,11
1327,다사랑병원,2360,6285,5186,193,8,778,113,7
1328,오치한전옆,4362,6256,4911,1034,71,222,14,4
1329,국립5.18민주묘지,4269,6217,4500,1146,235,238,85,13
1330,구룡(본량),5034,6208,4844,572,627,149,10,6
1331,비아중흥아파트,5100,6183,4031,1021,41,994,92,4
1332,용봉현대1차아파트,4396,6126,1920,218,33,3695,239,21
1333,호남권역재활병원,4113,6123,4627,264,7,1133,86,6
1334,죽곡(북),4320,6112,4599,657,780,64,4,8
1335,진남초교,3277,6077,3053,1917,79,924,78,26
1336,월산마을입구,3249,6041,4702,619,28,649,31,12
1337,서광중,3096,6028,4330,1391,73,210,19,5
1338,송정한전,5255,6027,3193,554,24,1883,361,12
1339,하남철강,5568,6011,5258,212,1,528,12,0
1340,석곡동주민센터,4287,5949,5174,339,287,122,6,21
1341,경방,5494,5923,5227,66,0,625,5,0
1342,동원촌,5397,5893,4738,347,108,582,79,39
1343,첨단금호아파트,5411,5873,4517,691,78,344,160,83
1344,은혜학교,4096,5781,4021,48,5,1547,141,19
1345,상지석,3023,5749,4572,660,418,92,5,2
1346,도촌,3016,5742,3346,1237,1114,38,3,4
1347,동아제약,4027,5724,5089,413,49,148,17,8
1348,신창호반아파트,5113,5700,4131,1146,268,109,23,23
1349,공구단지,2093,5697,4054,273,19,1275,61,15
1350,대촌한일베라체,3012,5696,3073,1185,1051,359,24,4
1351,수곡,4049,5585,3541,837,600,569,24,14
1352,조산서길,5774,5579,3558,1174,727,83,33,4
1353,상무해광한신아파트,2322,5558,2364,1620,1256,275,35,8
