연번,정류소명,정류소번호,총계,승차 일반,승차 청소년,승차 어린이,환승 일반,환승 청소년,환승 어린이
1856,광산구유스호스텔,5122,775,730,19,0,26,0,0
1857,동곡동주민센터,5779,775,515,35,0,205,20,0
1858,영천,5671,763,317,213,210,22,1,0
1859,지죽동,5667,751,649,35,0,64,3,0
1860,지동,3058,751,533,71,0,147,0,0
1861,일동중,4482,745,474,127,4,127,12,1
1862,포충사,3021,743,477,40,0,214,11,1
1863,신흥목재포장,5503,741,586,14,0,122,19,0
1864,광호예식장,4335,740,537,160,2,37,4,0
1865,전망대,4194,736,456,24,3,241,9,3
1866,축산시험장,5484,726,684,15,13,13,0,1
1867,용연정수장,1105,725,378,173,162,10,1,1
1868,제일화학,5649,721,711,3,0,7,0,0
1869,대덕아파트,5277,716,691,20,0,5,0,0
1870,상지석,3022,713,495,25,0,186,7,0
1871,광주자동화설비공업고,5276,706,283,214,208,0,1,0
1872,전남고,2341,701,469,53,1,159,19,0
1873,월산(석곡),4306,696,442,3,2,244,4,1
1874,임곡역,5379,686,525,82,3,70,4,2
1875,시립공원묘지,4051,685,625,14,2,43,1,0
1876,복다우,4283,679,341,4,0,334,0,0
1877,문촌,2112,671,632,1,1,37,0,0
1878,4수원지위,4268,670,406,0,2,262,0,0
1879,두산테크택,5513,662,333,162,160,7,0,0
1880,백길마을,5514,661,589,52,0,18,2,0
1881,기아차하남공장,5650,657,632,5,0,18,2,0
1882,충장사(북),4323,657,444,8,0,205,0,0
1883,유림마을,5783,651,500,22,4,104,18,3
1884,용곡입구,5478,650,449,4,0,193,4,0
1885,등촌,4279,649,395,4,9,239,1,1
1886,동초교,4278,649,280,26,113,195,2,33
1887,용연정수장,1106,643,476,0,1,165,0,1
1888,향등,3073,639,394,9,0,228,8,0
1889,용전입구,4619,635,537,9,0,86,3,0
1890,시립민속박물관,4201,632,438,50,4,129,9,2
1891,삼영특수강,5518,631,580,16,0,34,1,0
1892,진곡화물공영차고지,5955,628,604,10,1,11,2,0
1893,운평,5144,626,396,7,0,213,10,0
1894,평동산단로,5860,619,245,14,1,248,111,0
1895,신등,5352,619,473,48,10,84,2,2
1896,기룡마을입구,5777,617,297,2,0,317,0,1
1897,동부교육청,4543,616,463,37,0,114,1,1
1898,마재호반아파트,2030,615,279,225,72,24,11,4
1899,유림,5021,607,349,24,1,226,7,0
1900,안청,5530,603,333,63,3,201,2,1
1901,송산,5138,601,504,87,7,3,0,0
1902,삼소동입구,4041,596,313,20,2,253,8,0
1903,화장뒷길,3074,585,494,45,9,36,1,0
1904,봉학,2113,581,501,75,2,3,0,0
1905,럭키금속,5865,580,488,4,0,88,0,0
1906,오룡,5365,578,559,0,0,19,0,0
1907,무학초교,3018,571,381,25,2,159,4,0
1908,단사공원,1065,557,376,37,6,127,10,1
1909,동곡송정,5788,556,471,17,0,59,9,0
1910,상무시민공원,2222,552,328,37,5,177,5,0
1911,노동,5222,552,445,82,2,3,20,0
1912,하지석,3065,551,412,28,0,109,2,0
1913,양림마을,5621,547,540,2,1,3,0,1
1914,가산,5585,545,533,1,1,9,0,1
1915,영광통사거리,5168,544,502,17,2,17,6,0
1916,봉정,5617,543,207,161,161,14,0,0
1917,연동,5655,542,507,0,0,35,0,0
1918,유덕치안센터,2200,542,298,15,2,227,0,0
1919,천동(광산구),5391,536,420,21,1,93,1,0
1920,대산삼거리,5125,535,404,2,1,128,0,0
1921,매월동(북),2110,533,286,154,3,78,12,0
1922,광주테크노파크후문,4123,532,459,12,0,57,4,0
1923,구강리,5499,531,393,5,3,128,2,0
1924,무등도요,5685,527,203,160,161,3,0,0
1925,신용,2108,525,474,4,1,43,1,2
1926,덕흥마을입구,2347,524,274,6,0,232,12,0
1927,대봉,5599,521,436,8,2,75,0,0
1928,신봉정,5353,519,458,22,7,26,5,1
1929,석곡파출소,4274,515,411,24,1,79,0,0
1930,향등,3072,506,477,13,0,15,0,1
1931,라정시내버스,5669,505,178,163,160,3,1,0
1932,마현,2139,504,318,46,0,120,20,0
1933,새한철강,5521,495,443,30,0,20,2,0
1934,승촌,3035,492,410,45,0,37,0,0
1935,용강입구,5476,489,467,0,7,15,0,0
1936,광암복림,5625,488,426,0,2,58,2,0
1937,동곡송정마을입구,5785,486,308,49,4,115,10,0
1938,용봉입구,5020,482,289,3,1,163,26,0
1939,두촌,4028,477,362,16,1,93,5,0
1940,신봉정,5354,476,333,90,9,36,8,0
1941,구룡(대촌),2095,472,377,0,0,95,0,0
1942,문촌,2111,471,440,0,0,31,0,0
1943,본량학생야영장,5054,470,402,0,0,68,0,0
1944,양곡,5070,470,284,0,0,186,0,0
1945,금당,4014,466,413,1,0,52,0,0
1946,석동,5348,465,392,52,1,14,6,0
1947,삼화교,5372,464,206,205,17,11,25,0
1948,평동중,5674,458,427,12,5,13,1,0
1949,방림교,3083,457,384,43,8,13,8,1
1950,예림,5068,455,345,1,4,102,3,0
1951,고룡정보산업학교,5326,454,426,11,5,10,2,0
1952,산수보건소,5059,447,391,2,2,47,5,0
1953,중소기업진흥공단호남연수원,4313,436,223,13,0,177,23,0
1954,창암,5389,434,416,2,0,16,0,0
1955,화니미지로,2207,434,88,7,0,336,3,0
1956,라정시내버스,5668,433,376,44,1,11,1,0
1957,원임곡,5373,432,360,25,0,44,3,0
1958,전남방직,4507,426,328,17,0,78,2,1
1959,송산,5139,423,279,15,5,100,24,0
1960,죽곡(남),4317,421,296,7,6,111,1,0
1961,화장앞길,3076,419,299,59,0,59,1,1
1962,중앙대교(동),1170,415,361,36,2,15,1,0
1963,진곡 서길,5557,414,394,12,0,7,1,0
1964,연산동,5949,411,367,0,0,43,0,1
1965,절골입구(서),2147,408,173,14,11,181,28,1
1966,내등,5329,401,251,88,15,30,17,0
1967,기아차하남공장,5651,398,224,0,0,173,1,0
1968,신야촌,2137,395,388,3,0,4,0,0
1969,대덕아파트,5278,392,318,42,0,27,5,0
1970,용산교(동구),1102,388,329,13,22,23,0,1
1971,평동산단로,5861,386,358,27,0,1,0,0
1972,칠성삼거리,5608,385,298,1,0,85,0,1
1973,평동초교,5491,385,274,33,4,52,21,1
1974,닭전머리,3193,384,290,0,1,93,0,0
1975,풍숙,5084,377,291,3,6,72,3,2
1976,벽파정,5335,371,323,0,0,48,0,0
1977,충효동환벽당,4328,371,241,1,2,125,2,0
1978,석정,3031,368,362,0,0,6,0,0
1979,명화리,5873,368,360,0,0,8,0,0
1980,하남공단체육공원,5758,368,278,18,1,70,1,0
1981,우치,5591,360,328,6,6,18,0,2
1982,용강입구,5475,355,353,0,0,2,0,0
1983,공원묘지입구,4273,354,240,3,3,107,1,0
1984,조산서길,5773,347,312,9,0,20,6,0
1985,이동입구,3165,346,188,10,2,141,5,0
1986,단지마을,4016,346,242,9,55,34,5,1
1987,맥동,5042,344,264,0,7,72,0,1
1988,정우화학,5548,341,286,0,0,55,0,0
1989,운암마을,5881,334,326,1,2,5,0,0
1990,수리,4293,329,249,1,2,76,1,0
1991,관두,5782,329,266,9,12,18,24,0
1992,평호동,5025,327,169,3,0,153,2,0
1993,망월,5596,325,233,85,0,3,4,0
1994,동명고입구,5227,324,131,17,1,162,13,0
1995,신당,5064,324,235,2,0,87,0,0
1996,유촌,3049,324,225,24,0,70,5,0
1997,구소,3003,323,261,1,0,61,0,0
1998,비시동,5340,319,247,3,0,62,5,2
1999,RTM,5885,311,220,81,4,2,1,3
2000,승촌주택단지,3037,308,126,104,0,74,4,0
2001,명동삼거리,5046,306,182,30,1,80,12,1
2002,용성자동차학원,5603,305,296,1,1,6,0,1
2003,새한철강,5520,305,276,1,0,27,1,0
2004,대창운수,4635,304,227,35,2,34,5,1
2005,검문소,5460,302,256,6,1,38,1,0
2006,선진알미늄,5894,299,244,45,0,9,1,0
2007,동곡분토,5769,299,288,10,0,1,0,0
2008,연동 서길,5361,298,271,11,0,16,0,0
2009,LG전자광주물류센터,5889,298,244,34,16,4,0,0
2010,동백훈련장,5132,298,281,9,1,5,1,1
2011,솔밭가든,5587,297,276,3,2,16,0,0
2012,죽곡(북),4319,296,181,1,10,104,0,0
2013,양림마을,5622,292,218,7,1,66,0,0
2014,신촌 윗길(4수원지),4296,290,199,1,3,84,0,3
2015,쌍내,5593,289,222,7,9,44,7,0
2016,대봉삼거리,5598,287,263,16,0,5,2,1
2017,신광(삼도),5141,287,268,7,0,11,1,0
2018,불암,2116,281,276,1,0,4,0,0
2019,임암,3168,277,173,0,0,104,0,0
2020,보화촌,5337,274,210,42,0,22,0,0
2021,평동중,5675,273,242,11,0,20,0,0
2022,두동,5332,273,263,4,0,6,0,0
2023,대촌미곡처리장,3011,269,248,2,0,19,0,0
2024,무등스크린,5898,265,177,78,0,8,2,0
2025,팽호,5791,264,245,5,1,12,0,1
2026,대동하이렉스,5856,264,241,1,0,21,1,0
2027,우영아파트,3090,263,191,59,0,12,1,0
2028,신촌(본량),5066,263,232,1,0,30,0,0
2029,시산,3038,262,238,0,0,24,0,0
2030,무등도요,5686,260,250,1,2,6,1,0
2031,석제,4291,259,181,1,0,77,0,0
2032,광주테크노파크,4131,258,192,2,0,61,2,1
2033,회룡(광산구),5493,256,174,2,2,76,1,1
2034,닭전머리,3194,256,228,1,2,24,1,0
2035,금호전기,5500,250,201,9,0,39,1,0
2036,상칠석,3069,249,192,4,1,52,0,0
2037,대산,5124,248,144,34,0,46,24,0
2038,산음,5061,247,201,4,0,42,0,0
2039,기곡,5463,242,220,2,1,17,2,0
2040,가정,5323,242,177,2,0,62,1,0
2041,용동(평동),5672,240,176,10,3,43,8,0
2042,화암마을위,4632,237,163,5,0,66,2,1
2043,월성,3048,235,198,12,0,25,0,0
2044,방혜,5333,233,196,4,0,33,0,0
2045,중방,5147,229,222,3,0,2,0,2
2046,원산,3045,228,203,13,0,12,0,0
2047,육판서길,1677,227,76,2,0,147,2,0
2048,구룡(본량),5033,226,139,3,0,84,0,0
2049,변전소,4282,224,206,10,3,3,0,2
2050,수완자동차매매단지,5107,222,125,57,0,34,6,0
2051,명도삼거리,5044,219,206,2,3,8,0,0
2052,개동,3002,218,164,7,0,46,1,0
2053,용호(광산구),5075,215,146,1,1,67,0,0
2054,송학입구,5140,214,173,10,0,27,3,1
2055,장록,5483,214,179,7,0,28,0,0
2056,칠성,5609,214,205,0,0,8,1,0
2057,전남과학대학포스트비,4100,213,186,3,0,22,2,0
2058,내남,1078,212,196,0,1,15,0,0
2059,상선길,5794,212,180,25,3,3,0,1
2060,매월동(동),2330,206,109,22,1,58,16,0
2061,연동삼거리,5363,204,191,1,0,11,1,0
2062,박호1리,5233,203,190,1,2,8,2,0
2063,창교,5023,201,151,9,11,29,1,0
2064,운암마을,5880,199,191,1,0,7,0,0
2065,입암,4098,199,119,71,0,7,2,0
2066,조산동길,5776,195,191,1,1,2,0,0
2067,수호,5887,188,171,14,0,3,0,0
2068,육묘장,3052,186,126,2,0,58,0,0
2069,도야,5131,185,134,4,0,44,0,3
2070,임곡교,5078,182,121,6,0,53,2,0
2071,보광사,4607,180,147,6,1,26,0,0
2072,진성,5559,180,175,1,0,4,0,0
2073,조선대학교,1182,178,167,9,0,2,0,0
2074,방림교,1143,175,146,15,1,11,2,0
2075,창암,5388,175,163,1,0,11,0,0
2076,평림,5082,173,154,0,0,17,2,0
2077,삼암,5614,173,159,0,0,14,0,0
2078,입석,5080,171,121,0,0,49,1,0
2079,성내,5350,169,121,7,0,38,3,0
2080,명도삼거리,5795,168,116,0,0,52,0,0
2081,축산시험장,5485,168,114,0,11,43,0,0
2082,수성,5062,164,156,0,0,8,0,0
2083,변전소,4281,160,63,6,3,73,9,6
2084,매월종합상가공구단지,2353,155,119,0,0,36,0,0
2085,죽산,5146,153,136,1,0,16,0,0
2086,신아산,5109,152,152,0,0,0,0,0
2087,월봉서원입구,5375,150,96,1,0,53,0,0
2088,용동(임곡),5371,149,110,34,0,5,0,0
2089,용성자동차학원,5604,149,80,2,2,65,0,0
2090,관두,5781,149,112,15,1,18,0,3
2091,용산교(북구),4087,147,134,5,2,6,0,0
2092,진곡 서길,5556,145,124,2,0,19,0,0
2093,임동교,5383,145,134,1,0,9,1,0
2094,연동 동길,5535,145,120,23,0,2,0,0
2095,매동,5041,145,120,0,0,25,0,0
2096,산막,5342,143,123,4,0,16,0,0
2097,풍암정,4330,143,83,0,0,60,0,0
2098,삼도동주민센터,5619,142,118,11,3,10,0,0
2099,닭뫼,4476,142,88,5,0,49,0,0
2100,도호,2101,141,140,0,0,1,0,0
2101,제일화학,5648,140,82,2,0,55,1,0
2102,양촌(삼도),5623,140,113,0,0,27,0,0
2103,신덕마을,5162,139,129,8,1,1,0,0
2104,봉정,5618,138,125,3,0,10,0,0
2105,안양사,4298,138,46,0,0,92,0,0
2106,진곡산단,5956,137,114,2,1,19,1,0
2107,삼화교,5343,136,98,12,0,25,1,0
2108,케이엔,5890,135,84,9,5,24,13,0
2109,지죽동,5666,134,102,6,0,26,0,0
2110,광주지방경찰청,5694,126,82,10,0,32,2,0
2111,두동,5331,125,68,0,0,57,0,0
2112,외등,5368,124,107,5,2,6,4,0
2113,가산,5586,124,101,1,0,22,0,0
2114,옥산,5072,122,101,0,0,21,0,0
2115,광산구유스호스텔,5121,120,85,2,0,33,0,0
2116,신촌 아랫길(4수원지),4294,120,64,1,4,49,2,0
2117,명진하이테크,5950,119,111,8,0,0,0,0
2118,은별슈퍼,5286,118,100,5,7,5,1,0
2119,신야촌입구,5213,117,115,0,0,2,0,0
2120,월전공원,5863,117,103,4,0,10,0,0
2121,흑석,5087,115,90,0,0,25,0,0
2122,가삼,5119,112,77,1,0,32,2,0
2123,현대위아,5882,112,54,1,0,57,0,0
2124,평동공단,5855,111,104,3,0,1,3,0
2125,학동(서창),2152,109,85,3,0,21,0,0
2126,고룡정보산업학교,5325,109,85,14,0,9,1,0
2127,학동(본량),5089,107,79,1,0,24,3,0
2128,RTM,5884,107,77,2,0,27,1,0
2129,신야촌,2138,107,86,1,0,20,0,0
2130,마암,5605,107,93,2,0,12,0,0
2131,옥동차량기지,5695,106,96,2,0,8,0,0
2132,용산교(북구),4086,105,58,6,0,37,4,0
2133,동명고입구,5226,104,70,23,1,10,0,0
2134,빛고을복지회관,3087,103,96,2,0,5,0,0
2135,광주그린카진흥원입구,5952,101,68,5,0,26,2,0
2136,지동(광산구),5136,101,39,1,8,51,2,0
2137,풍기산업,4127,101,79,2,0,19,1,0
2138,복호,5789,100,84,3,0,13,0,0
2139,칠성,5610,98,87,2,0,9,0,0
2140,박뫼,5231,91,82,4,0,3,2,0
2141,구 하남북초교,5497,91,76,13,0,2,0,0
2142,수호,5886,91,83,1,0,7,0,0
2143,용동(임곡),5370,91,70,11,0,10,0,0
2144,비아1동,5092,91,88,3,0,0,0,0
2145,대봉삼거리,5597,89,54,2,0,33,0,0
2146,망향동산길,4265,88,38,0,0,45,5,0
2147,매월종합상가공구단지,2352,86,85,0,0,1,0,0
2148,육판서길,1678,84,74,1,5,4,0,0
2149,서진산업,5678,84,82,0,0,2,0,0
2150,요한병원,4494,83,44,0,0,36,3,0
2151,도호,2102,82,70,0,0,12,0,0
2152,동촌,5134,81,62,2,0,16,1,0
2153,연계삼거리,5358,81,41,22,0,14,4,0
2154,임정,3170,74,31,0,1,41,0,1
2155,수완동,5105,73,23,1,1,47,1,0
2156,벽파정,5336,73,68,1,0,4,0,0
2157,조산동길,5775,72,53,0,1,18,0,0
2158,임곡정수장,5380,71,50,1,0,20,0,0
2159,종산제입구,5386,70,59,0,0,11,0,0
2160,원예농협,5539,70,53,0,0,17,0,0
2161,가야농원,1092,68,54,5,1,8,0,0
2162,삼암,5613,67,60,0,0,5,2,0
2163,LG전자광주물류센터,5888,66,31,0,0,27,8,0
2164,동곡분토,5770,65,57,4,1,2,0,1
2165,박호동,5235,65,64,0,0,0,1,0
2166,백길마을,5515,65,53,0,0,12,0,0
2167,동호,5039,65,29,0,2,34,0,0
2168,아르네코리아,5858,64,55,0,0,9,0,0
2169,동호,5038,64,62,0,1,1,0,0
2170,연호전자,5676,64,52,3,0,9,0,0
2171,박호1리,5232,63,56,0,0,7,0,0
2172,신촌 아랫길(임곡),5355,62,39,0,0,23,0,0
2173,기곡,5462,60,50,10,0,0,0,0
2174,평촌도요지,4626,60,43,2,0,15,0,0
2175,진곡화물공영차고지,5954,59,30,0,0,28,1,0
2176,동촌,5652,56,44,7,1,4,0,0
2177,에이팩스,5663,56,51,1,0,4,0,0
2178,월전(광산구),5481,55,43,0,0,12,0,0
2179,빛고을복지회관,3086,55,42,8,0,5,0,0
2180,수성,5063,54,39,0,0,15,0,0
2181,농협공판장,3191,54,25,1,0,28,0,0
2182,가야농원,1091,54,49,2,1,2,0,0
2183,에이팩스,5662,54,53,1,0,0,0,0
2184,임동교,5382,53,43,0,0,9,1,0
2185,꽃동네,5464,52,50,0,0,2,0,0
2186,두산테크택,5512,52,49,1,0,2,0,0
2187,양촌(삼도),5624,50,50,0,0,0,0,0
2188,솔밭가든,5588,50,26,0,0,24,0,0
2189,월곡마을,5636,50,48,0,0,2,0,0
2190,월곡마을,5479,50,47,1,0,2,0,0
2191,구 하남북초교,5496,49,32,3,0,13,1,0
2192,덕남,3237,49,44,0,0,5,0,0
2193,법림사,1085,48,33,0,0,14,1,0
2194,종산,5385,47,34,0,0,13,0,0
2195,망월,5595,45,38,1,1,3,2,0
2196,농협공판장,3192,45,39,0,0,6,0,0
2197,은별슈퍼,5287,45,36,5,2,2,0,0
2198,광주자동화설비공업고,5275,44,30,1,0,11,2,0
2199,수완동,5104,44,35,4,0,3,2,0
2200,청풍학생야영장,4594,43,20,0,0,23,0,0
2201,노동,5223,42,9,2,0,15,16,0
2202,박뫼,5230,42,30,0,0,10,2,0
2203,상촌(임곡),5346,41,38,0,0,3,0,0
2204,동백훈련장,5133,41,30,0,2,9,0,0
2205,명화리,5469,40,24,0,0,16,0,0
2206,석동,5347,40,32,6,0,2,0,0
2207,삼도삼거리,5635,39,39,0,0,0,0,0
2208,선진알미늄,5895,38,28,0,0,10,0,0
2209,장록,5482,37,30,4,0,3,0,0
2210,무등스크린,5899,36,9,9,0,14,4,0
2211,현진기업,4139,36,22,7,0,6,1,0
2212,도덕,3015,35,27,0,0,8,0,0
2213,진성,5558,34,18,0,0,16,0,0
2214,신광,5211,33,31,0,0,2,0,0
2215,연동 동길,5534,32,32,0,0,0,0,0
2216,신아산,5108,31,15,2,1,13,0,0
2217,광주시립인광병원,5870,29,27,1,0,1,0,0
2218,임곡동주민센터,5376,28,18,9,0,1,0,0
2219,덕흥동,2190,28,22,0,0,6,0,0
2220,상무자동차학원,5602,27,27,0,0,0,0,0
2221,마곡,5771,26,24,1,0,1,0,0
2222,외등,5369,26,22,1,0,3,0,0
2223,신촌 윗길(임곡),5357,25,21,0,0,4,0,0
2224,삼광실업,5665,24,23,0,0,1,0,0
2225,상무자동차학원,5601,23,14,0,0,8,1,0
2226,대산,5630,22,20,1,0,0,0,1
2227,불암,2115,21,13,0,0,7,1,0
2228,금복중,5615,21,18,1,0,2,0,0
2229,신광,5210,21,21,0,0,0,0,0
2230,금복중,5616,19,18,0,0,0,1,0
2231,동림마을,5037,17,12,1,2,2,0,0
2232,동명정공,5897,17,16,0,0,1,0,0
2233,구야촌,5204,17,14,3,0,0,0,0
2234,삼도서초교,5612,14,8,0,0,6,0,0
2235,임곡동주민센터,5377,13,12,1,0,0,0,0
2236,진곡공원,5893,12,12,0,0,0,0,0
2237,서진산업,5679,12,12,0,0,0,0,0
2238,꽃동네,5465,11,10,0,0,1,0,0
2239,광곡입구,3147,11,11,0,0,0,0,0
2240,신야촌입구,5212,10,8,0,0,2,0,0
2241,연호전자,5677,10,10,0,0,0,0,0
2242,청풍학생야영장,4593,9,6,0,0,3,0,0
2243,칠석,3061,4,1,0,0,0,3,0
2244,명진하이테크,5951,3,3,0,0,0,0,0
2245,구야촌,5205,2,2,0,0,0,0,0
2246,풍암부영아파트(정문),2425,0,0,0,0,0,0,0
2247,월전공원(남),5908,0,0,0,0,0,0,0
2248,현대교통,5643,0,0,0,0,0,0,0
2249,비아동주민센터(앞),5937,0,0,0,0,0,0,0
2250,신암우체국,2428,0,0,0,0,0,0,0
2251,인탑스(서),5903,0,0,0,0,0,0,0
2252,월전마을,5911,0,0,0,0,0,0,0
2253,가천아파트,5914,0,0,0,0,0,0,0
2254,동일물산,5930,0,0,0,0,0,0,0
2255,월전공원(남),5909,0,0,0,0,0,0,0
2256,비아동주민센터(앞),5936,0,0,0,0,0,0,0
2257,송정신한화아파트,5876,0,0,0,0,0,0,0
2258,현대교통,5644,0,0,0,0,0,0,0
2259,풍암동부아파트,2417,0,0,0,0,0,0,0
2260,풍암고정문,2420,0,0,0,0,0,0,0
2261,남해철강(동),5945,0,0,0,0,0,0,0
2262,금호베어스타운,2408,0,0,0,0,0,0,0
2263,풍암중학교,2431,0,0,0,0,0,0,0
2264,공군부대정문,5875,0,0,0,0,0,0,0
2265,송정신한화아파트,5877,0,0,0,0,0,0,0
2266,세화,5927,0,0,0,0,0,0,0
2267,공군부대정문,5874,0,0,0,0,0,0,0
2268,전남방직,4508,0,0,0,0,0,0,0
2269,도동고개,4219,0,0,0,0,0,0,0
2270,신암우체국,2427,0,0,0,0,0,0,0
2271,비아중,5948,0,0,0,0,0,0,0
2272,서암기계,5928,0,0,0,0,0,0,0
2273,평동공원,5940,0,0,0,0,0,0,0
2274,광신스크랩,5925,0,0,0,0,0,0,0
2275,안청삼거리,5935,0,0,0,0,0,0,0
2276,풍암고후문,2421,0,0,0,0,0,0,0
2277,인탑스(서),5902,0,0,0,0,0,0,0
2278,풍암중학교,2432,0,0,0,0,0,0,0
2279,일신방직,5905,0,0,0,0,0,0,0
2280,중흥아파트사거리,2402,0,0,0,0,0,0,0
2281,동일물산,5931,0,0,0,0,0,0,0
2282,버들마을사거리,2400,0,0,0,0,0,0,0
2283,일신방직,5904,0,0,0,0,0,0,0
2284,평동역(동),5910,0,0,0,0,0,0,0
2285,인탑스(동),5943,0,0,0,0,0,0,0
2286,세화,5926,0,0,0,0,0,0,0
2287,상무고,2405,0,0,0,0,0,0,0
2288,중흥삼거리(남),4548,0,0,0,0,0,0,0
2289,광주학생문화회관,2404,0,0,0,0,0,0,0
2290,평동공원,5941,0,0,0,0,0,0,0
2291,부국철강,5933,0,0,0,0,0,0,0
2292,금구중,5629,0,0,0,0,0,0,0
2293,금호호반아파트1차,2409,0,0,0,0,0,0,0
2294,남해철강(서),5906,0,0,0,0,0,0,0
2295,서암기계,5929,0,0,0,0,0,0,0
2296,가천아파트,5915,0,0,0,0,0,0,0
2297,남해철강(동),5944,0,0,0,0,0,0,0
2298,광곡입구,3146,0,0,0,0,0,0,0
2299,광신스크랩,5924,0,0,0,0,0,0,0
2300,인탑스(동),5942,0,0,0,0,0,0,0
2301,근형기업,5901,0,0,0,0,0,0,0
2302,남해철강(서),5907,0,0,0,0,0,0,0
2303,근형기업,5900,0,0,0,0,0,0,0
2304,월전마을,5912,0,0,0,0,0,0,0
2305,석봉운수차고지,5939,0,0,0,0,0,0,0
2306,렉서스,2407,0,0,0,0,0,0,0
2307,풍암고정문,2419,0,0,0,0,0,0,0
2308,풍암부영아파트(정문),2426,0,0,0,0,0,0,0
2309,버들마을사거리,2401,0,0,0,0,0,0,0
2310,풍암고후문,2422,0,0,0,0,0,0,0
2311,부국철강,5932,0,0,0,0,0,0,0
2312,렉서스,2406,0,0,0,0,0,0,0
2313,풍암동부아파트,2418,0,0,0,0,0,0,0
2314,중흥아파트사거리,2403,0,0,0,0,0,0,0
2315,상촌(임곡),5345,0,0,0,0,0,0,0
2316,안청삼거리,5934,0,0,0,0,0,0,0
